Date_dt,Province,No_Deaths
2020-03-29,Nova Scotia,0
2020-03-29,Nunavut,0
2020-03-29,Ontario,21
2020-03-29,Prince Edward Island,0
2020-03-29,Quebec,54
2020-03-29,Saskatchewan,0
2020-03-29,Yukon,0
2020-03-30,Alberta,3
2020-03-30,British Columbia,19
2020-03-30,Manitoba,1
2020-03-30,New Brunswick,0
2020-03-30,Newfoundland and Labrador,1
2020-03-30,Northwest Territories,0
2020-03-30,Nova Scotia,0
2020-03-30,Nunavut,0
2020-03-30,Ontario,31
2020-03-30,Prince Edward Island,0
2020-03-30,Quebec,67
2020-03-30,Saskatchewan,2
2020-03-30,Yukon,0
2020-03-31,Alberta,8
2020-03-31,British Columbia,24
2020-03-31,Manitoba,1
2020-03-31,New Brunswick,0
2020-03-31,Newfoundland and Labrador,1
2020-03-31,Northwest Territories,0
2020-03-31,Nova Scotia,0
2020-03-31,Nunavut,0
2020-03-31,Ontario,33
2020-03-31,Prince Edward Island,0
2020-03-31,Quebec,82
2020-03-31,Saskatchewan,2
2020-03-31,Yukon,0
2020-04-01,Alberta,9
2020-04-01,British Columbia,24
2020-04-01,Manitoba,1
2020-04-01,New Brunswick,0
2020-04-01,Newfoundland and Labrador,1
2020-04-01,Northwest Territories,0
2020-04-01,Nova Scotia,0
2020-04-01,Nunavut,0
2020-04-01,Ontario,37
2020-04-01,Prince Edward Island,0
2020-04-01,Quebec,99
2020-04-01,Saskatchewan,3
2020-04-01,Yukon,0
2020-04-02,Alberta,13
2020-04-02,British Columbia,31
2020-04-02,Manitoba,1
2020-04-02,New Brunswick,0
2020-04-02,Newfoundland and Labrador,1
2020-04-02,Northwest Territories,0
2020-04-02,Nova Scotia,0
2020-04-02,Nunavut,0
2020-04-02,Ontario,53
2020-04-02,Prince Edward Island,0
2020-04-02,Quebec,121
2020-04-02,Saskatchewan,3
2020-04-02,Yukon,0
2020-04-03,Alberta,13
2020-04-03,British Columbia,31
2020-04-03,Manitoba,2
2020-04-03,New Brunswick,0
2020-04-03,Newfoundland and Labrador,1
2020-04-03,Northwest Territories,0
2020-04-03,Nova Scotia,0
2020-04-03,Nunavut,0
2020-04-03,Ontario,67
2020-04-03,Prince Edward Island,0
2020-04-03,Quebec,159
2020-04-03,Saskatchewan,3
2020-04-03,Yukon,0
2020-04-04,Alberta,18
2020-04-04,British Columbia,38
2020-04-04,Manitoba,2
2020-04-04,New Brunswick,0
2020-04-04,Newfoundland and Labrador,1
2020-04-04,Northwest Territories,0
2020-04-04,Nova Scotia,0
2020-04-04,Nunavut,0
2020-04-04,Ontario,94
2020-04-04,Prince Edward Island,0
2020-04-04,Quebec,203
2020-04-04,Saskatchewan,3
2020-04-04,Yukon,0
2020-04-05,Alberta,20
2020-04-05,British Columbia,38
2020-04-05,Manitoba,2
2020-04-05,New Brunswick,0
2020-04-05,Newfoundland and Labrador,1
2020-04-05,Northwest Territories,0
2020-04-05,Nova Scotia,0
2020-04-05,Nunavut,0
2020-04-05,Ontario,119
2020-04-05,Prince Edward Island,0
2020-04-05,Quebec,251
2020-04-05,Saskatchewan,3
2020-04-05,Yukon,0
2020-04-06,Alberta,23
2020-04-06,British Columbia,38
2020-04-06,Manitoba,2
2020-04-06,New Brunswick,0
2020-04-06,Newfoundland and Labrador,1
2020-04-06,Northwest Territories,0
2020-04-06,Nova Scotia,0
2020-04-06,Nunavut,0
2020-04-06,Ontario,150
2020-04-06,Prince Edward Island,0
2020-04-06,Quebec,302
2020-04-06,Saskatchewan,3
2020-04-06,Yukon,0
2020-04-07,Alberta,24
2020-04-07,British Columbia,39
2020-04-07,Manitoba,3
2020-04-07,New Brunswick,0
2020-04-07,Newfoundland and Labrador,1
2020-04-07,Northwest Territories,0
2020-04-07,Nova Scotia,1
2020-04-07,Nunavut,0
2020-04-07,Ontario,153
2020-04-07,Prince Edward Island,0
2020-04-07,Quebec,356
2020-04-07,Saskatchewan,3
2020-04-07,Yukon,0
2020-04-08,Alberta,26
2020-04-08,British Columbia,43
2020-04-08,Manitoba,3
2020-04-08,New Brunswick,0
2020-04-08,Newfoundland and Labrador,1
2020-04-08,Northwest Territories,0
2020-04-08,Nova Scotia,1
2020-04-08,Nunavut,0
2020-04-08,Ontario,153
2020-04-08,Prince Edward Island,1
2020-04-08,Quebec,416
2020-04-08,Saskatchewan,3
2020-04-08,Yukon,0
2020-04-09,Alberta,29
2020-04-09,British Columbia,48
2020-04-09,Manitoba,3
2020-04-09,New Brunswick,0
2020-04-09,Newfoundland and Labrador,2
2020-04-09,Northwest Territories,0
2020-04-09,Nova Scotia,1
2020-04-09,Nunavut,0
2020-04-09,Ontario,200
2020-04-09,Prince Edward Island,0
2020-04-09,Quebec,484
2020-04-09,Saskatchewan,3
2020-04-09,Yukon,0
2020-04-10,Alberta,32
2020-04-10,British Columbia,50
2020-04-10,Manitoba,3
2020-04-10,New Brunswick,0
2020-04-10,Newfoundland and Labrador,3
2020-04-10,Northwest Territories,0
2020-04-10,Nova Scotia,2
2020-04-10,Nunavut,0
2020-04-10,Ontario,222
2020-04-10,Prince Edward Island,0
2020-04-10,Quebec,551
2020-04-10,Saskatchewan,3
2020-04-10,Yukon,0
2020-04-11,Alberta,40
2020-04-11,British Columbia,58
2020-04-11,Manitoba,4
2020-04-11,New Brunswick,0
2020-04-11,Newfoundland and Labrador,3
2020-04-11,Northwest Territories,0
2020-04-11,Nova Scotia,2
2020-04-11,Nunavut,0
2020-04-11,Ontario,253
2020-04-11,Prince Edward Island,0
2020-04-11,Quebec,621
2020-04-11,Saskatchewan,4
2020-04-11,Yukon,0
2020-04-12,Alberta,40
2020-04-12,British Columbia,58
2020-04-12,Manitoba,4
2020-04-12,New Brunswick,0
2020-04-12,Newfoundland and Labrador,3
2020-04-12,Northwest Territories,0
2020-04-12,Nova Scotia,2
2020-04-12,Nunavut,0
2020-04-12,Ontario,274
2020-04-12,Prince Edward Island,0
2020-04-12,Quebec,709
2020-04-12,Saskatchewan,4
2020-04-12,Yukon,0
2020-04-13,Alberta,46
2020-04-13,British Columbia,69
2020-04-13,Manitoba,4
2020-04-13,New Brunswick,0
2020-04-13,Newfoundland and Labrador,3
2020-04-13,Northwest Territories,0
2020-04-13,Nova Scotia,3
2020-04-13,Nunavut,0
2020-04-13,Ontario,291
2020-04-13,Prince Edward Island,0
2020-04-13,Quebec,804
2020-04-13,Saskatchewan,4
2020-04-13,Yukon,0
2020-04-14,Alberta,48
2020-04-14,British Columbia,69
2020-04-14,Manitoba,4
2020-04-14,New Brunswick,0
2020-04-14,Newfoundland and Labrador,3
2020-04-14,Northwest Territories,0
2020-04-14,Nova Scotia,3
2020-04-14,Nunavut,0
2020-04-14,Ontario,334
2020-04-14,Prince Edward Island,0
2020-04-14,Quebec,895
2020-04-14,Saskatchewan,4
2020-04-14,Yukon,0
2020-04-15,Alberta,48
2020-04-15,British Columbia,72
2020-04-15,Manitoba,5
2020-04-15,New Brunswick,0
2020-04-15,Newfoundland and Labrador,3
2020-04-15,Northwest Territories,0
2020-04-15,Nova Scotia,3
2020-04-15,Nunavut,0
2020-04-15,Ontario,385
2020-04-15,Prince Edward Island,0
2020-04-15,Quebec,994
2020-04-15,Saskatchewan,4
2020-04-15,Yukon,0
2020-04-16,Alberta,48
2020-04-16,British Columbia,75
2020-04-16,Manitoba,5
2020-04-16,New Brunswick,0
2020-04-16,Newfoundland and Labrador,3
2020-04-16,Northwest Territories,0
2020-04-16,Nova Scotia,3
2020-04-16,Nunavut,0
2020-04-16,Ontario,490
2020-04-16,Prince Edward Island,0
2020-04-16,Quebec,1089
2020-04-16,Saskatchewan,4
2020-04-16,Yukon,0
2020-04-17,Alberta,50
2020-04-17,British Columbia,77
2020-04-17,Manitoba,5
2020-04-17,New Brunswick,0
2020-04-17,Newfoundland and Labrador,3
2020-04-17,Northwest Territories,0
2020-04-17,Nova Scotia,4
2020-04-17,Nunavut,0
2020-04-17,Ontario,524
2020-04-17,Prince Edward Island,0
2020-04-17,Quebec,1176
2020-04-17,Saskatchewan,4
2020-04-17,Yukon,0
2020-04-18,Alberta,51
2020-04-18,British Columbia,78
2020-04-18,Manitoba,5
2020-04-18,New Brunswick,0
2020-04-18,Newfoundland and Labrador,3
2020-04-18,Northwest Territories,0
2020-04-18,Nova Scotia,7
2020-04-18,Nunavut,0
2020-04-18,Ontario,564
2020-04-18,Prince Edward Island,0
2020-04-18,Quebec,1274
2020-04-18,Saskatchewan,4
2020-04-18,Yukon,0
2020-04-19,Alberta,51
2020-04-19,British Columbia,81
2020-04-19,Manitoba,5
2020-04-19,New Brunswick,0
2020-04-19,Newfoundland and Labrador,3
2020-04-19,Northwest Territories,0
2020-04-19,Nova Scotia,9
2020-04-19,Nunavut,0
2020-04-19,Ontario,591
2020-04-19,Prince Edward Island,0
2020-04-19,Quebec,1400
2020-04-19,Saskatchewan,4
2020-04-19,Yukon,0
2020-04-20,Alberta,59
2020-04-20,British Columbia,82
2020-04-20,Manitoba,6
2020-04-20,New Brunswick,0
2020-04-20,Newfoundland and Labrador,3
2020-04-20,Northwest Territories,0
2020-04-20,Nova Scotia,9
2020-04-20,Nunavut,0
2020-04-20,Ontario,624
2020-04-20,Prince Edward Island,0
2020-04-20,Quebec,1503
2020-04-20,Saskatchewan,4
2020-04-20,Yukon,0
2020-04-21,Alberta,61
2020-04-21,British Columbia,87
2020-04-21,Manitoba,6
2020-04-21,New Brunswick,0
2020-04-21,Newfoundland and Labrador,3
2020-04-21,Northwest Territories,0
2020-04-21,Nova Scotia,10
2020-04-21,Nunavut,0
2020-04-21,Ontario,694
2020-04-21,Prince Edward Island,0
2020-04-21,Quebec,1618
2020-04-21,Saskatchewan,4
2020-04-21,Yukon,0
2020-04-22,Alberta,66
2020-04-22,British Columbia,90
2020-04-22,Manitoba,6
2020-04-22,New Brunswick,0
2020-04-22,Newfoundland and Labrador,3
2020-04-22,Northwest Territories,0
2020-04-22,Nova Scotia,12
2020-04-22,Nunavut,0
2020-04-22,Ontario,762
2020-04-22,Prince Edward Island,0
2020-04-22,Quebec,1735
2020-04-22,Saskatchewan,4
2020-04-22,Yukon,0
2020-04-23,Alberta,68
2020-04-23,British Columbia,94
2020-04-23,Manitoba,6
2020-04-23,New Brunswick,0
2020-04-23,Newfoundland and Labrador,3
2020-04-23,Northwest Territories,0
2020-04-23,Nova Scotia,16
2020-04-23,Nunavut,0
2020-04-23,Ontario,806
2020-04-23,Prince Edward Island,0
2020-04-23,Quebec,1852
2020-04-23,Saskatchewan,4
2020-04-23,Yukon,0
2020-04-24,Alberta,72
2020-04-24,British Columbia,98
2020-04-24,Manitoba,6
2020-04-24,New Brunswick,0
2020-04-24,Newfoundland and Labrador,3
2020-04-24,Northwest Territories,0
2020-04-24,Nova Scotia,16
2020-04-24,Nunavut,0
2020-04-24,Ontario,862
2020-04-24,Prince Edward Island,0
2020-04-24,Quebec,1968
2020-04-24,Saskatchewan,4
2020-04-24,Yukon,0
2020-04-25,Alberta,73
2020-04-25,British Columbia,100
2020-04-25,Manitoba,6
2020-04-25,New Brunswick,0
2020-04-25,Newfoundland and Labrador,3
2020-04-25,Northwest Territories,0
2020-04-25,Nova Scotia,22
2020-04-25,Nunavut,0
2020-04-25,Ontario,916
2020-04-25,Prince Edward Island,0
2020-04-25,Quebec,2092
2020-04-25,Saskatchewan,4
2020-04-25,Yukon,0
2020-04-26,Alberta,73
2020-04-26,British Columbia,100
2020-04-26,Manitoba,6
2020-04-26,New Brunswick,0
2020-04-26,Newfoundland and Labrador,3
2020-04-26,Northwest Territories,0
2020-04-26,Nova Scotia,24
2020-04-26,Nunavut,0
2020-04-26,Ontario,960
2020-04-26,Prince Edward Island,0
2020-04-26,Quebec,2203
2020-04-26,Saskatchewan,4
2020-04-26,Yukon,0
2020-04-27,Alberta,75
2020-04-27,British Columbia,104
2020-04-27,Manitoba,6
2020-04-27,New Brunswick,0
2020-04-27,Newfoundland and Labrador,3
2020-04-27,Northwest Territories,0
2020-04-27,Nova Scotia,24
2020-04-27,Nunavut,0
2020-04-27,Ontario,1023
2020-04-27,Prince Edward Island,0
2020-04-27,Quebec,2318
2020-04-27,Saskatchewan,5
2020-04-27,Yukon,0
2020-04-28,Alberta,80
2020-04-28,British Columbia,106
2020-04-28,Manitoba,6
2020-04-28,New Brunswick,0
2020-04-28,Newfoundland and Labrador,3
2020-04-28,Northwest Territories,0
2020-04-28,Nova Scotia,27
2020-04-28,Nunavut,0
2020-04-28,Ontario,1072
2020-04-28,Prince Edward Island,0
2020-04-28,Quebec,2456
2020-04-28,Saskatchewan,5
2020-04-28,Yukon,0
2020-04-29,Alberta,87
2020-04-29,British Columbia,109
2020-04-29,Manitoba,6
2020-04-29,New Brunswick,0
2020-04-29,Newfoundland and Labrador,3
2020-04-29,Northwest Territories,0
2020-04-29,Nova Scotia,28
2020-04-29,Nunavut,0
2020-04-29,Ontario,1153
2020-04-29,Prince Edward Island,0
2020-04-29,Quebec,2607
2020-04-29,Saskatchewan,6
2020-04-29,Yukon,0
2020-04-30,Alberta,90
2020-04-30,British Columbia,111
2020-04-30,Manitoba,6
2020-04-30,New Brunswick,0
2020-04-30,Newfoundland and Labrador,3
2020-04-30,Northwest Territories,0
2020-04-30,Nova Scotia,28
2020-04-30,Nunavut,0
2020-04-30,Ontario,1205
2020-04-30,Prince Edward Island,0
2020-04-30,Quebec,2728
2020-04-30,Saskatchewan,7
2020-04-30,Yukon,0
2020-05-01,Alberta,92
2020-05-01,British Columbia,112
2020-05-01,Manitoba,6
2020-05-01,New Brunswick,0
2020-05-01,Newfoundland and Labrador,3
2020-05-01,Northwest Territories,0
2020-05-01,Nova Scotia,29
2020-05-01,Nunavut,0
2020-05-01,Ontario,1265
2020-05-01,Prince Edward Island,0
2020-05-01,Quebec,2866
2020-05-01,Saskatchewan,7
2020-05-01,Yukon,0
2020-05-02,Alberta,94
2020-05-02,British Columbia,114
2020-05-02,Manitoba,6
2020-05-02,New Brunswick,0
2020-05-02,Newfoundland and Labrador,3
2020-05-02,Northwest Territories,0
2020-05-02,Nova Scotia,31
2020-05-02,Nunavut,0
2020-05-02,Ontario,1292
2020-05-02,Prince Edward Island,0
2020-05-02,Quebec,2981
2020-05-02,Saskatchewan,7
2020-05-02,Yukon,0
2020-05-03,Alberta,95
2020-05-03,British Columbia,114
2020-05-03,Manitoba,6
2020-05-03,New Brunswick,0
2020-05-03,Newfoundland and Labrador,3
2020-05-03,Northwest Territories,0
2020-05-03,Nova Scotia,37
2020-05-03,Nunavut,0
2020-05-03,Ontario,1326
2020-05-03,Prince Edward Island,0
2020-05-03,Quebec,3080
2020-05-03,Saskatchewan,7
2020-05-03,Yukon,0
2020-05-04,Alberta,104
2020-05-04,British Columbia,117
2020-05-04,Manitoba,6
2020-05-04,New Brunswick,0
2020-05-04,Newfoundland and Labrador,3
2020-05-04,Northwest Territories,0
2020-05-04,Nova Scotia,38
2020-05-04,Nunavut,0
2020-05-04,Ontario,1446
2020-05-04,Prince Edward Island,0
2020-05-04,Quebec,3189
2020-05-04,Saskatchewan,7
2020-05-04,Yukon,0
2020-05-05,Alberta,106
2020-05-05,British Columbia,121
2020-05-05,Manitoba,7
2020-05-05,New Brunswick,0
2020-05-05,Newfoundland and Labrador,3
2020-05-05,Northwest Territories,0
2020-05-05,Nova Scotia,41
2020-05-05,Nunavut,0
2020-05-05,Ontario,1505
2020-05-05,Prince Edward Island,0
2020-05-05,Quebec,3290
2020-05-05,Saskatchewan,7
2020-05-05,Yukon,0
2020-05-06,Alberta,112
2020-05-06,British Columbia,124
2020-05-06,Manitoba,7
2020-05-06,New Brunswick,0
2020-05-06,Newfoundland and Labrador,3
2020-05-06,Northwest Territories,0
2020-05-06,Nova Scotia,41
2020-05-06,Nunavut,0
2020-05-06,Ontario,1560
2020-05-06,Prince Edward Island,0
2020-05-06,Quebec,3385
2020-05-06,Saskatchewan,7
2020-05-06,Yukon,0
2020-05-07,Alberta,114
2020-05-07,British Columbia,126
2020-05-07,Manitoba,7
2020-05-07,New Brunswick,0
2020-05-07,Newfoundland and Labrador,3
2020-05-07,Northwest Territories,0
2020-05-07,Nova Scotia,44
2020-05-07,Nunavut,0
2020-05-07,Ontario,1607
2020-05-07,Prince Edward Island,0
2020-05-07,Quebec,3478
2020-05-07,Saskatchewan,7
2020-05-07,Yukon,0
2020-05-08,Alberta,115
2020-05-08,British Columbia,127
2020-05-08,Manitoba,7
2020-05-08,New Brunswick,0
2020-05-08,Newfoundland and Labrador,3
2020-05-08,Northwest Territories,0
2020-05-08,Nova Scotia,46
2020-05-08,Nunavut,0
2020-05-08,Ontario,1665
2020-05-08,Prince Edward Island,0
2020-05-08,Quebec,3569
2020-05-08,Saskatchewan,7
2020-05-08,Yukon,0
2020-05-09,Alberta,116
2020-05-09,British Columbia,129
2020-05-09,Manitoba,7
2020-05-09,New Brunswick,0
2020-05-09,Newfoundland and Labrador,3
2020-05-09,Northwest Territories,0
2020-05-09,Nova Scotia,47
2020-05-09,Nunavut,0
2020-05-09,Ontario,1726
2020-05-09,Prince Edward Island,0
2020-05-09,Quebec,3668
2020-05-09,Saskatchewan,7
2020-05-09,Yukon,0
2020-05-10,Alberta,117
2020-05-10,British Columbia,129
2020-05-10,Manitoba,7
2020-05-10,New Brunswick,0
2020-05-10,Newfoundland and Labrador,3
2020-05-10,Northwest Territories,0
2020-05-10,Nova Scotia,47
2020-05-10,Nunavut,0
2020-05-10,Ontario,1751
2020-05-10,Prince Edward Island,0
2020-05-10,Quebec,3760
2020-05-10,Saskatchewan,7
2020-05-10,Yukon,0
2020-05-11,Alberta,117
2020-05-11,British Columbia,130
2020-05-11,Manitoba,7
2020-05-11,New Brunswick,0
2020-05-11,Newfoundland and Labrador,3
2020-05-11,Northwest Territories,0
2020-05-11,Nova Scotia,48
2020-05-11,Nunavut,0
2020-05-11,Ontario,1788
2020-05-11,Prince Edward Island,0
2020-05-11,Quebec,3855
2020-05-11,Saskatchewan,7
2020-05-11,Yukon,0
2020-05-12,Alberta,118
2020-05-12,British Columbia,132
2020-05-12,Manitoba,7
2020-05-12,New Brunswick,0
2020-05-12,Newfoundland and Labrador,3
2020-05-12,Northwest Territories,0
2020-05-12,Nova Scotia,48
2020-05-12,Nunavut,0
2020-05-12,Ontario,1852
2020-05-12,Prince Edward Island,0
2020-05-12,Quebec,3939
2020-05-12,Saskatchewan,7
2020-05-12,Yukon,0
2020-05-13,Alberta,120
2020-05-13,British Columbia,132
2020-05-13,Manitoba,7
2020-05-13,New Brunswick,0
2020-05-13,Newfoundland and Labrador,3
2020-05-13,Northwest Territories,0
2020-05-13,Nova Scotia,51
2020-05-13,Nunavut,0
2020-05-13,Ontario,1883
2020-05-13,Prince Edward Island,0
2020-05-13,Quebec,4006
2020-05-13,Saskatchewan,7
2020-05-13,Yukon,0
2020-05-14,Alberta,121
2020-05-14,British Columbia,135
2020-05-14,Manitoba,7
2020-05-14,New Brunswick,0
2020-05-14,Newfoundland and Labrador,3
2020-05-14,Northwest Territories,0
2020-05-14,Nova Scotia,51
2020-05-14,Nunavut,0
2020-05-14,Ontario,1915
2020-05-14,Prince Edward Island,0
2020-05-14,Quebec,4091
2020-05-14,Saskatchewan,7
2020-05-14,Yukon,0
2020-05-15,Alberta,125
2020-05-15,British Columbia,140
2020-05-15,Manitoba,7
2020-05-15,New Brunswick,0
2020-05-15,Newfoundland and Labrador,3
2020-05-15,Northwest Territories,0
2020-05-15,Nova Scotia,55
2020-05-15,Nunavut,0
2020-05-15,Ontario,1939
2020-05-15,Prince Edward Island,0
2020-05-15,Quebec,4175
2020-05-15,Saskatchewan,7
2020-05-15,Yukon,0
2020-05-16,Alberta,126
2020-05-16,British Columbia,141
2020-05-16,Manitoba,7
2020-05-16,New Brunswick,0
2020-05-16,Newfoundland and Labrador,3
2020-05-16,Northwest Territories,0
2020-05-16,Nova Scotia,55
2020-05-16,Nunavut,0
2020-05-16,Ontario,1976
2020-05-16,Prince Edward Island,0
2020-05-16,Quebec,4255
2020-05-16,Saskatchewan,7
2020-05-16,Yukon,0
2020-05-17,Alberta,127
2020-05-17,British Columbia,141
2020-05-17,Manitoba,7
2020-05-17,New Brunswick,0
2020-05-17,Newfoundland and Labrador,3
2020-05-17,Northwest Territories,0
2020-05-17,Nova Scotia,55
2020-05-17,Nunavut,0
2020-05-17,Ontario,1999
2020-05-17,Prince Edward Island,0
2020-05-17,Quebec,4321
2020-05-17,Saskatchewan,7
2020-05-17,Yukon,0
2020-05-18,Alberta,128
2020-05-18,British Columbia,143
2020-05-18,Manitoba,7
2020-05-18,New Brunswick,0
2020-05-18,Newfoundland and Labrador,3
2020-05-18,Northwest Territories,0
2020-05-18,Nova Scotia,55
2020-05-18,Nunavut,0
2020-05-18,Ontario,2019
2020-05-18,Prince Edward Island,0
2020-05-18,Quebec,4390
2020-05-18,Saskatchewan,7
2020-05-18,Yukon,0
2020-05-19,Alberta,128
2020-05-19,British Columbia,146
2020-05-19,Manitoba,7
2020-05-19,New Brunswick,0
2020-05-19,Newfoundland and Labrador,3
2020-05-19,Northwest Territories,0
2020-05-19,Nova Scotia,56
2020-05-19,Nunavut,0
2020-05-19,Ontario,2032
2020-05-19,Prince Edward Island,0
2020-05-19,Quebec,4448
2020-05-19,Saskatchewan,7
2020-05-19,Yukon,0
2020-05-20,Alberta,128
2020-05-20,British Columbia,149
2020-05-20,Manitoba,7
2020-05-20,New Brunswick,0
2020-05-20,Newfoundland and Labrador,3
2020-05-20,Northwest Territories,0
2020-05-20,Nova Scotia,57
2020-05-20,Nunavut,0
2020-05-20,Ontario,2079
2020-05-20,Prince Edward Island,0
2020-05-20,Quebec,4519
2020-05-20,Saskatchewan,7
2020-05-20,Yukon,0
2020-05-21,Alberta,132
2020-05-21,British Columbia,152
2020-05-21,Manitoba,7
2020-05-21,New Brunswick,0
2020-05-21,Newfoundland and Labrador,3
2020-05-21,Northwest Territories,0
2020-05-21,Nova Scotia,58
2020-05-21,Nunavut,0
2020-05-21,Ontario,2106
2020-05-21,Prince Edward Island,0
2020-05-21,Quebec,4580
2020-05-21,Saskatchewan,7
2020-05-21,Yukon,0
2020-05-22,Alberta,134
2020-05-22,British Columbia,155
2020-05-22,Manitoba,7
2020-05-22,New Brunswick,0
2020-05-22,Newfoundland and Labrador,3
2020-05-22,Northwest Territories,0
2020-05-22,Nova Scotia,58
2020-05-22,Nunavut,0
2020-05-22,Ontario,2129
2020-05-22,Prince Edward Island,0
2020-05-22,Quebec,4650
2020-05-22,Saskatchewan,7
2020-05-22,Yukon,0
2020-05-23,Alberta,135
2020-05-23,British Columbia,157
2020-05-23,Manitoba,7
2020-05-23,New Brunswick,0
2020-05-23,Newfoundland and Labrador,3
2020-05-23,Northwest Territories,0
2020-05-23,Nova Scotia,58
2020-05-23,Nunavut,0
2020-05-23,Ontario,2157
2020-05-23,Prince Edward Island,0
2020-05-23,Quebec,4713
2020-05-23,Saskatchewan,7
2020-05-23,Yukon,0
2020-05-24,Alberta,135
2020-05-24,British Columbia,157
2020-05-24,Manitoba,7
2020-05-24,New Brunswick,0
2020-05-24,Newfoundland and Labrador,3
2020-05-24,Northwest Territories,0
2020-05-24,Nova Scotia,58
2020-05-24,Nunavut,0
2020-05-24,Ontario,2181
2020-05-24,Prince Edward Island,0
2020-05-24,Quebec,4777
2020-05-24,Saskatchewan,7
2020-05-24,Yukon,0
2020-05-25,Alberta,138
2020-05-25,British Columbia,161
2020-05-25,Manitoba,7
2020-05-25,New Brunswick,0
2020-05-25,Newfoundland and Labrador,3
2020-05-25,Northwest Territories,0
2020-05-25,Nova Scotia,58
2020-05-25,Nunavut,0
2020-05-25,Ontario,2210
2020-05-25,Prince Edward Island,0
2020-05-25,Quebec,4835
2020-05-25,Saskatchewan,7
2020-05-25,Yukon,0
2020-05-26,Alberta,139
2020-05-26,British Columbia,161
2020-05-26,Manitoba,7
2020-05-26,New Brunswick,0
2020-05-26,Newfoundland and Labrador,3
2020-05-26,Northwest Territories,0
2020-05-26,Nova Scotia,59
2020-05-26,Nunavut,0
2020-05-26,Ontario,2235
2020-05-26,Prince Edward Island,0
2020-05-26,Quebec,4899
2020-05-26,Saskatchewan,8
2020-05-26,Yukon,0
2020-05-27,Alberta,141
2020-05-27,British Columbia,162
2020-05-27,Manitoba,7
2020-05-27,New Brunswick,0
2020-05-27,Newfoundland and Labrador,3
2020-05-27,Northwest Territories,0
2020-05-27,Nova Scotia,59
2020-05-27,Nunavut,0
2020-05-27,Ontario,2264
2020-05-27,Prince Edward Island,0
2020-05-27,Quebec,4959
2020-05-27,Saskatchewan,10
2020-05-27,Yukon,0
2020-05-28,Alberta,143
2020-05-28,British Columbia,164
2020-05-28,Manitoba,7
2020-05-28,New Brunswick,0
2020-05-28,Newfoundland and Labrador,3
2020-05-28,Northwest Territories,0
2020-05-28,Nova Scotia,59
2020-05-28,Nunavut,0
2020-05-28,Ontario,2292
2020-05-28,Prince Edward Island,0
2020-05-28,Quebec,5038
2020-05-28,Saskatchewan,10
2020-05-28,Yukon,0
2020-05-29,Alberta,143
2020-05-29,British Columbia,164
2020-05-29,Manitoba,7
2020-05-29,New Brunswick,0
2020-05-29,Newfoundland and Labrador,3
2020-05-29,Northwest Territories,0
2020-05-29,Nova Scotia,59
2020-05-29,Nunavut,0
2020-05-29,Ontario,2313
2020-05-29,Prince Edward Island,0
2020-05-29,Quebec,5097
2020-05-29,Saskatchewan,10
2020-05-29,Yukon,0
2020-05-30,Alberta,143
2020-05-30,British Columbia,164
2020-05-30,Manitoba,7
2020-05-30,New Brunswick,0
2020-05-30,Newfoundland and Labrador,3
2020-05-30,Northwest Territories,0
2020-05-30,Nova Scotia,60
2020-05-30,Nunavut,0
2020-05-30,Ontario,2332
2020-05-30,Prince Edward Island,0
2020-05-30,Quebec,5137
2020-05-30,Saskatchewan,10
2020-05-30,Yukon,0
2020-05-31,Alberta,143
2020-05-31,British Columbia,164
2020-05-31,Manitoba,7
2020-05-31,New Brunswick,0
2020-05-31,Newfoundland and Labrador,3
2020-05-31,Northwest Territories,0
2020-05-31,Nova Scotia,60
2020-05-31,Nunavut,0
2020-05-31,Ontario,2344
2020-05-31,Prince Edward Island,0
2020-05-31,Quebec,5173
2020-05-31,Saskatchewan,11
2020-05-31,Yukon,0
2020-06-01,Alberta,143
2020-06-01,British Columbia,165
2020-06-01,Manitoba,7
2020-06-01,New Brunswick,0
2020-06-01,Newfoundland and Labrador,3
2020-06-01,Northwest Territories,0
2020-06-01,Nova Scotia,60
2020-06-01,Nunavut,0
2020-06-01,Ontario,2353
2020-06-01,Prince Edward Island,0
2020-06-01,Quebec,5209
2020-06-01,Saskatchewan,11
2020-06-01,Yukon,0
2020-06-02,Alberta,143
2020-06-02,British Columbia,165
2020-06-02,Manitoba,7
2020-06-02,New Brunswick,0
2020-06-02,Newfoundland and Labrador,3
2020-06-02,Northwest Territories,0
2020-06-02,Nova Scotia,60
2020-06-02,Nunavut,0
2020-06-02,Ontario,2375
2020-06-02,Prince Edward Island,0
2020-06-02,Quebec,5243
2020-06-02,Saskatchewan,11
2020-06-02,Yukon,0
2020-06-03,Alberta,145
2020-06-03,British Columbia,166
2020-06-03,Manitoba,7
2020-06-03,New Brunswick,0
2020-06-03,Newfoundland and Labrador,3
2020-06-03,Northwest Territories,0
2020-06-03,Nova Scotia,60
2020-06-03,Nunavut,0
2020-06-03,Ontario,2392
2020-06-03,Prince Edward Island,0
2020-06-03,Quebec,5277
2020-06-03,Saskatchewan,11
2020-06-03,Yukon,0
2020-06-04,Alberta,146
2020-06-04,British Columbia,166
2020-06-04,Manitoba,7
2020-06-04,New Brunswick,1
2020-06-04,Newfoundland and Labrador,3
2020-06-04,Northwest Territories,0
2020-06-04,Nova Scotia,61
